fid,osm_id,code,fclass,name,french_name
1558,11056701899,1004,hamlet,,nan
1559,11056701900,1004,hamlet,,nan
1560,11056747558,1004,hamlet,,nan
1561,11056747559,1004,hamlet,,nan
1562,11056747560,1004,hamlet,,nan
1563,11056747561,1004,hamlet,,nan
1564,11056747562,1004,hamlet,,nan
1565,11056747563,1004,hamlet,,nan
1566,11056747571,1004,hamlet,,nan
1567,11056747572,1004,hamlet,,nan
1568,11056747573,1004,hamlet,Mechtat el Menair 2,Mechtat el Menair 2
1569,11056747574,1004,hamlet,,nan
1570,11056984732,1004,hamlet,,nan
1571,11056984733,1004,hamlet,,nan
1572,11056984734,1004,hamlet,,nan
1573,11057005334,1004,hamlet,Sidi Rabah,Sidi Rabah
1574,11057005338,1004,hamlet,,nan
1575,11057007210,1004,hamlet,مشتة دار بالعالم ⵎⵛⵜⴰⵜ ⴷⴰⵔ ⴱⵍⵄⴰⵍⵎ,mchta dar balaalm ⵎⵛⵜⴰⵜ ⴷⴰⵔ ⴱⵍⵄⴰⵍⵎ
1576,11057008920,1004,hamlet,,nan
1577,11057008921,1004,hamlet,,nan
1578,11062255004,1050,locality,Bir el Kerma,Bir el Kerma
1579,11062735681,1050,locality,Sidi Brahim,Sidi Brahim
1580,11069078663,1004,hamlet,,nan
1581,11069078671,1004,hamlet,,nan
1582,11069078672,1004,hamlet,,nan
1583,11069078673,1004,hamlet,,nan
1584,11069078674,1004,hamlet,,nan
1585,11069078675,1004,hamlet,,nan
1586,11069078677,1004,hamlet,,nan
1587,11069078683,1004,hamlet,,nan
1588,11069129892,1004,hamlet,,nan
1589,11069129893,1004,hamlet,,nan
1590,11069129894,1004,hamlet,,nan
1591,11144704130,1004,hamlet,قصر بحير,qsr bhir
1592,11155017338,1050,locality,Brega Sghira,Brega Sghira
1593,11160077183,1003,village,قصر ورجيجن,qsr ourjijn
1594,11160110851,1003,village,الدخيلة,aldkhila
1595,11164215628,1004,hamlet,قصر معاند,qsr maand
1596,11164298956,1003,village,مزاتة,mzata
1597,11179727011,1004,hamlet,بو منجل,bou mnjl
1598,11179727012,1020,island,Teghlissa,Teghlissa
1599,11180178614,1050,locality,Henchir Bourgou,Henchir Bourgou
1600,11180251348,1004,hamlet,Fadhloun,Fadhloun
1601,11180282351,1003,village,أولاد عمر,aoulad amr
1602,11187111220,1050,locality,Khoumet Meksem,Khoumet Meksem
1603,11187111221,1050,locality,Khoumet Makhdoum,Khoumet Makhdoum
1604,11187257919,1050,locality,Sidi Aissa سيدي عيسى,Sidi Aissa sidi aisa
1605,11206824688,1050,locality,Sidi Ali El Gharbi,Sidi Ali El Gharbi
1606,11206884797,1050,locality,Bir El Gasaa,Bir El Gasaa
1607,11215399479,1004,hamlet,Hafi Rassa,Hafi Rassa
1608,11228292293,1004,hamlet,Sidi el Hadj Mabrouk,Sidi el Hadj Mabrouk
1609,11229148555,1004,hamlet,El Hassian,El Hassian
1610,11229148626,1004,hamlet,El Kosba,El Kosba
1611,11230028572,1003,village,قصر الجؤامع,qsr aljؤama
1612,11233650619,1004,hamlet,Margane,Margane
1613,11233650620,1004,hamlet,Jaabira,Jaabira
1614,11233650621,1003,village,أورير,aourir
1615,11233688598,1004,hamlet,El Jlidat,El Jlidat
1616,11233688599,1004,hamlet,Tajdit,Tajdit
1617,11233689762,1004,hamlet,Bahbah,Bahbah
1618,11233689763,1003,village,القايد,alqaid
1619,11256424282,1003,village,غرداية,ghrdaia
1620,11256425588,1004,hamlet,المحاميد,almhamid
1621,11256425593,1004,hamlet,Tala,Tala
1622,11256427632,1004,hamlet,Talbet,Talbet
1623,11256435282,1003,village,تيواجن,tiouajn
1624,11256450278,1003,village,Khnensa,Khnensa
1625,11294016802,1050,locality,Bir Nasser,Bir Nasser
1626,11342676210,1004,hamlet,Sidi Mohamed el Touati,Sidi Mohamed el Touati
1627,11360894975,1003,village,Sidi Mansour,Sidi Mansour
1628,11371088997,1003,village,السعيدة,alsaida
1629,11374606949,1050,locality,Rahet bel Khecheb,Rahet bel Khecheb
1630,11374714334,1050,locality,Henchir Ragouba,Henchir Ragouba
1631,11374864038,1004,hamlet,Beguia,Beguia
1632,11380847916,1050,locality,Sidi Bou Ali (Kobba),Sidi Bou Ali (Kobba)
1633,11448954292,1004,hamlet,Ksar Chouline,Ksar Chouline
1634,11454128429,1050,locality,ruines,ruines
1635,11454128430,1050,locality,ruines,ruines
1636,11454149475,1050,locality,Bir el Kerma ruines,Bir el Kerma ruines
1637,11455001145,1004,hamlet,العرقوب,alarqoub
1638,11455122038,1050,locality,Bir Miteur,Bir Miteur
1639,11461735476,1050,locality,Beni Ghedir,Beni Ghedir
1640,11462188880,1050,locality,ruines,ruines
1641,11462197147,1050,locality,ruines,ruines
1642,11464761388,1050,locality,Kherbet el Moudjahadine,Kherbet el Moudjahadine
1643,11469537990,1050,locality,ruines,ruines
1644,11493025894,1003,village,قصر أولاد سلطان,qsr aoulad sltan
1645,11493025904,1004,hamlet,Tazeghdent,Tazeghdent
1646,11495762803,1050,locality,maisons souterraines,maisons souterraines
1647,11495869191,1050,locality,Sidi Chiha,Sidi Chiha
1648,11495869193,1050,locality,ruines (maisons souterraines),ruines (maisons souterraines)
1649,11497694718,1050,locality,maisons souterraines,maisons souterraines
1650,11498934614,1004,hamlet,Ben Khezet,Ben Khezet
1651,11500965296,1050,locality,Salem Bou Adjiba,Salem Bou Adjiba
1652,11501252740,1050,locality,Sidi Bou Tsabet,Sidi Bou Tsabet
1653,11503753822,1004,hamlet,Sidi Ahmed Ben Mohammed,Sidi Ahmed Ben Mohammed
1654,11522289870,1004,hamlet,حاف أولاد حامد,haf aoulad hamd
1655,11524754440,1004,hamlet,Merbah,Merbah
1656,11524768117,1050,locality,Kasbah,Kasbah
1657,11525318199,1004,hamlet,طويل أولاد زايد,touil aoulad zaid
1658,11529261156,1050,locality,Ain Zareth,Ain Zareth
1659,11529429423,1050,locality,Bir Cheheba,Bir Cheheba
1660,11538701926,1050,locality,ruines,ruines
1661,11539356615,1050,locality,Oum ez Ziana,Oum ez Ziana
1662,11539356616,1004,hamlet,Sidi Said ben Salah,Sidi Said ben Salah
1663,11539366343,1050,locality,Taouerlane,Taouerlane
1664,11565059526,1050,locality,Zebessia,Zebessia
1665,11683399241,1004,hamlet,Bir el Hamlia,Bir el Hamlia
1666,11683577680,1050,locality,Ksar Oudje Gromrassen,Ksar Oudje Gromrassen
1667,11683829340,1050,locality,Henchir Medina,Henchir Medina
1668,11686380055,1050,locality,Henchir Azeiza,Henchir Azeiza
1669,11702067241,1003,village,Ben Ghazial,Ben Ghazial
1670,11707467811,1050,locality,Henchir Resfet el Kaouadji,Henchir Resfet el Kaouadji
1671,11729581074,1050,locality,ruines,ruines
1672,11729581662,1050,locality,ruines,ruines
1673,11736112212,1050,locality,Bir Kherachfa,Bir Kherachfa
1674,11736135977,1004,hamlet,Ksar Kherachfa,Ksar Kherachfa
1675,11742307366,1003,village,Ksar Remtha,Ksar Remtha
1676,11742696827,1050,locality,El Mourra,El Mourra
1677,11746105080,1004,hamlet,Missaoui,Missaoui
1678,11753002341,1050,locality,,nan
1679,11753118707,1050,locality,ruines,ruines
1680,11753118730,1050,locality,ruines,ruines
1681,11753144330,1050,locality,ruines,ruines
1682,11754533159,1004,hamlet,قصر أولاد ابراهيم,qsr aoulad abrahim
1683,11757131274,1050,locality,ruines,ruines
1684,11757199518,1050,locality,Hassi b. Zitoun,Hassi b. Zitoun
1685,11759685135,1003,village,الفرش,alfrch
1686,11765033161,1050,locality,El Hafsa (maisons souterraines),El Hafsa (maisons souterraines)
1687,11765131869,1050,locality,ruines (maisons souterraines),ruines (maisons souterraines)
1688,11766719507,1050,locality,maisons souterraines,maisons souterraines
1689,11772934595,1050,locality,ruines,ruines
1690,11780165926,1004,hamlet,Sidi Salem,Sidi Salem
1691,11784740419,1050,locality,maisons souterraines,maisons souterraines
1692,11789313809,1050,locality,maisons souterraines,maisons souterraines
1693,11794261527,1003,village,الزريبة,alzriba
1694,11794290346,1003,village,شعبة السماعة,chaba alsmaaa
1695,11794476909,1050,locality,maisons troglodytes,maisons troglodytes
1696,11794888194,1050,locality,ruines,ruines
1697,11812647175,1050,locality,Touil el Mragh,Touil el Mragh
1698,11820052133,1004,hamlet,Ksar Karrouz,Ksar Karrouz
1699,11820067517,1003,village,الغرياني,alghriani
1700,11824795414,1003,village,Menzelet Mogr,Menzelet Mogr
1701,11833229908,1004,hamlet,Tamazzout,Tamazzout
1702,11833946235,1004,hamlet,El Beniya,El Beniya
1703,11846029670,1050,locality,ruines,ruines
1704,11868135146,1003,village,قصر أولاد بوبكر,qsr aoulad boubkr
1705,11934192765,1004,hamlet,Taghazouissen,Taghazouissen
1706,11950999722,1003,village,تملال,tmlal
1707,11952658930,1003,village,Ksar Jraa,Ksar Jraa
1708,11965706860,1003,village,Abarda,Abarda
1709,11965713413,1004,hamlet,El Asaida,El Asaida
1710,11965733942,1003,village,مڨماڨ,mڨmaڨ
1711,11965742169,1003,village,Majin,Majin
1712,11965749225,1003,village,Ghandri,Ghandri
1713,11965750533,1003,village,El Marazig,El Marazig
1714,11966409227,1050,locality,ruines de maisons souterraines,ruines de maisons souterraines
1715,11979577406,1003,village,التوتة,altouta
1716,11982198992,1003,village,تيانست,tianst
1717,11983749556,1003,village,الفاهمين,alfahmin
1718,11984528289,1003,village,واد أمغار,ouad amghar
1719,11984545835,1003,village,الفوقانيين,alfouqaniin
1720,11984545836,1004,hamlet,بني ديغت,bni dight
1721,12148104399,1004,hamlet,سيدي جمور,sidi jmour
1722,12158706832,1050,locality,Henchir Bettes,Henchir Bettes
1723,12162663303,1050,locality,سيدي جمور,sidi jmour
1724,12170640622,1004,hamlet,El Asaida,El Asaida
1725,12170715856,1004,hamlet,Bou Hachem,Bou Hachem
1726,12170719195,1010,suburb,القنطرة,alqntra
1727,12171078121,1004,hamlet,حومة الخاوي,houma alkhaoui
1728,12171078159,1003,village,تافرطاست,tafrtast
1729,12187398586,1003,village,El Arbah,El Arbah
1730,12187492785,1004,hamlet,برا,bra
1731,12189397654,1004,hamlet,El Karraba,El Karraba
1732,12189733260,1010,suburb,بني باندو,bni bandou
1733,12190081839,1004,hamlet,خبنة الطمامة,khbna altmama
1734,12198029657,1004,hamlet,El Souatir (Eddhira),El Souatir (Eddhira)
1735,12199054323,1050,locality,Henchir Ben Merdes,Henchir Ben Merdes
1736,12202914812,1003,village,Benian,Benian
1737,12202921351,1004,hamlet,الشهود,alchhoud
1738,12207902692,1004,hamlet,Tiniza,Tiniza
1739,12207902693,1003,village,Segalla,Segalla
1740,12229092546,1004,hamlet,تغديمس,tghdims
1741,12229106391,1003,village,Tahrizit,Tahrizit
1742,12230629412,1003,village,Ouchachna,Ouchachna
1743,12231455400,1004,hamlet,Beni Baous,Beni Baous
1744,12231507427,1004,hamlet,Temlel el Melh,Temlel el Melh
1745,12232008022,1003,village,عين زكار,ain zkar
1746,12247648836,1003,village,وادي الخيل,ouadi alkhil
1747,12270083735,1004,hamlet,El Mahrab,El Mahrab
1748,12293313489,1003,village,المقارسة,almqarsa
1749,12294038471,1004,hamlet,Tifrouin,Tifrouin
1750,12294172134,1003,village,Essaigh,Essaigh
1751,12296216958,1004,hamlet,El Henchir,El Henchir
1752,12296413638,1004,hamlet,Maghraoua,Maghraoua
1753,12297649573,1004,hamlet,Aourassen,Aourassen
1754,12298714536,1004,hamlet,El Bellaz,El Bellaz
1755,12299565803,1004,hamlet,El Chergeyin,El Chergeyin
1756,12322933959,1003,village,Zian,Zian
1757,12342334644,1004,hamlet,تالوين,talouin
1758,12345241893,1004,hamlet,بني يلداسن,bni ildasn
1759,12497591683,1003,village,هنشير الماجل,hnchir almajl
1760,12502510489,1003,village,جبل الريحان,jbl alrihan
1761,12509909768,1050,locality,ساطور عمارة satour amara,satour amara satour amara
1762,12509959066,1050,locality,سبالة ظريفة sabalet dhrayfa,sbala zrifa sabalet dhrayfa
1763,12509960843,1050,locality,رأس العيثة ras al itha,ras alaitha ras al itha
1764,12509962803,1050,locality,سبالة بالنوة sabalet ben nawa,sbala balnoua sabalet ben nawa
1765,12516717445,1050,locality,الفراحتية al frahtia,alfrahtia al frahtia
1766,12563665860,1003,village,البلوكات al blouket,albloukat al blouket
1767,12563671548,1050,locality,بير الڨصر bir al gasr,bir alڨsr bir al gasr
1768,12563677142,1003,village,العالية al âlia,alaalia al âlia
1769,12563693811,1003,village,الصدارة al sdara,alsdara al sdara
1770,12582905960,1050,locality,الشيح,alchih
1771,12582920997,1050,locality,راس الكاف,ras alkaf
1772,12635329133,1003,village,رحال,rhal
1773,12732166877,1004,hamlet,Troguet,Troguet
1774,12751558998,1004,hamlet,العلامات,alalamat
1775,12764556494,1003,village,El Dhahira,El Dhahira
1776,12764581648,1004,hamlet,El Maamoura,El Maamoura
1777,12764581668,1003,village,تاقرماس,taqrmas
1778,12768817579,1050,locality,Ogla,Ogla
1779,12778469928,1050,locality,Cheikh Yahya,Cheikh Yahya
1780,12784817430,1004,hamlet,Adhroum,Adhroum
1781,12793805566,1003,village,el filej awled benjeh,el filej awled benjeh
1782,12798087645,1004,hamlet,Ouled Ali Boulimen,Ouled Ali Boulimen
1783,12889610876,1050,locality,قصر بحير,qsr bhir
1784,12913570990,1004,hamlet,Bou Sebah,Bou Sebah
1785,12925453903,1010,suburb,فرانسفيل,fransfil
1786,12944036649,1050,locality,ruines,ruines
1787,12988396260,1004,hamlet,واد قلات,ouad qlat
1788,13038517566,1050,locality,ruines (maisons souterraines),ruines (maisons souterraines)
1789,13127520548,1050,locality,maisons souterraines,maisons souterraines
1790,13132213768,1050,locality,Ain Charchara,Ain Charchara
1791,13155689075,1004,hamlet,Errighayin,Errighayin
1792,13159027208,1004,hamlet,Temlel el Hlou,Temlel el Hlou
1793,13161836592,1004,hamlet,Grenoble,Grenoble
1794,13161836597,1004,hamlet,الحوامدية,alhouamdia
1795,13161836598,1004,hamlet,السْلايمية,alsْlaimia
1796,13227854380,1004,hamlet,,nan
1797,13227854381,1004,hamlet,,nan
1798,13235749767,1004,hamlet,Bou Chwouat,Bou Chwouat
1799,13245076806,1050,locality,Sidi Efganisi,Sidi Efganisi
1800,13387964421,1004,hamlet,Tifjan,Tifjan
1801,13387964422,1004,hamlet,Tajmout,Tajmout
1802,13523269835,1050,locality,Jallab,Jallab
1803,13730191446,1004,hamlet,Beni Merzouisen,Beni Merzouisen
1804,13751653571,1010,suburb,El Jouamaa,El Jouamaa
